4024
3.bin|0x000000|0x020000|0xa1ab3a16  /* 8x8 tiles */
90068-5.bin|0x000000|0x100000|0xa1ab4f24  /* 16x16 tiles */
90068-1.bin|0x000000|0x080000|0xe7af69d2  /* all banked */
90068-2.bin|0x000000|0x080000|0x3a583184  /* all banked */
9.bpr|0x0000|0x0100|0x98ed1c97  /* unknown */
10.bpr|0x0100|0x0100|0xcfdbb86c  /* unknown */
tdragon|nmk16.c
7
thund.6|0x000000|0x20000|0xfe365920  /* 8x8 tiles */
thund.5|0x000000|0x100000|0xd0bde826  /* 16x16 tiles */
thund.1|0x00000|0x10000|0xbf493d74
thund.2|0x00000|0x80000|0xecfea43e
thund.3|0x80000|0x80000|0xae6875a8
9.bin|0x0000|0x0100|0xcfdbb86c  /* unknown */
10.bin|0x0100|0x0100|0xe6ead349  /* unknown */
tdragonb|nmk16.c
5
td_02.bin|0x00000|0x8000|0x99ee7505
td_08.bin|0x000000|0x20000|0x5144dc69  /* 8x8 tiles */
td_06.bin|0x000000|0x80000|0xc1be8a4d  /* 16x16 tiles */
td_07.bin|0x080000|0x80000|0x2c3e371f  /* 16x16 tiles */
td_01.bin|0x00000|0x10000|0xf6f6c4bf
ssmissin|nmk16.c
8
ssm16.172|0x000000|0x20000|0x5cf6eb1f  /* 8x8 tiles */
ssm17.147|0x000000|0x080000|0xc9c28455  /* 16x16 tiles */
ssm18.148|0x080000|0x080000|0xebfdaad6  /* 16x16 tiles */
ssm11.188|0x00000|0x08000|0x8be6dce3
ssm13.190|0x00000|0x20000|0x618f66f0
ssm12.189|0x80000|0x80000|0xe8219c83  /* banked */
ssm-pr2.113|0x0000|0x0100|0xcfdbb86c  /* unknown */
ssm-pr1.114|0x0100|0x0200|0xed0bd072  /* unknown */
strahl|nmk16.c
9
strahl-3.73|0x000000|0x10000|0x2273b33e  /* Characters */
str7b2r0.275|0x000000|0x40000|0x5769e3e1  /* Tiles */
strl3-01.32|0x000000|0x80000|0xd8337f15  /* Sprites */
strl4-02.57|0x080000|0x80000|0x2a38552b
strl5-03.58|0x100000|0x80000|0xa0e7d210
str6b1w1.776|0x000000|0x80000|0xbb1bb155  /* Tiles */
strahl-4.66|0x00000|0x10000|0x60a799c4
str8pmw1.540|0x00000|0x80000|0x01d6bb6a
str9pew1.639|0x00000|0x80000|0x6bb3eb9f
strahla|nmk16.c
9
strahl-3.73|0x000000|0x10000|0x2273b33e  /* Characters */
str7b2r0.275|0x000000|0x40000|0x5769e3e1  /* Tiles */
strl3-01.32|0x000000|0x80000|0xd8337f15  /* Sprites */
strl4-02.57|0x080000|0x80000|0x2a38552b
strl5-03.58|0x100000|0x80000|0xa0e7d210
str6b1w1.776|0x000000|0x80000|0xbb1bb155  /* Tiles */
strahl-4.66|0x00000|0x10000|0x60a799c4
str8pmw1.540|0x00000|0x80000|0x01d6bb6a
str9pew1.639|0x00000|0x80000|0x6bb3eb9f
hachamf|nmk16.c
5
hmf_01.rom|0x00000|0x10000|0x9e6f48fc
hmf_05.rom|0x000000|0x020000|0x29fb04a2  /* 8x8 tiles */
hmf_04.rom|0x000000|0x080000|0x05a624e3  /* 16x16 tiles */
hmf_02.rom|0x000000|0x080000|0x3f1e67f2
hmf_03.rom|0x000000|0x080000|0xb25ed93b
macross|nmk16.c
8
921a02|0x00000|0x10000|0x77c082c7
921a01|0x000000|0x020000|0xbbd8242d  /* 8x8 tiles */
921a04|0x000000|0x200000|0x4002e4bb  /* 16x16 tiles */
921a05|0x000000|0x080000|0xd5a1eddd
921a06|0x000000|0x080000|0x89461d0f
921a08|0x0000|0x0100|0xcfdbb86c  /* unknown */
921a09|0x0100|0x0100|0x633ab1c9  /* unknown */
921a10|0x0200|0x0020|0x8371e42d  /* unknown */
gunnail|nmk16.c
8
92077_2.bin|0x00000|0x10000|0xcd4e55f8
1.bin|0x000000|0x020000|0x3d00a9f4  /* 8x8 tiles */
92077-4.bin|0x000000|0x100000|0xa9ea2804  /* 16x16 tiles */
92077-6.bin|0x000000|0x080000|0x6d133f0d  /* all banked */
92077-5.bin|0x000000|0x080000|0xfeb83c73  /* all banked */
8.bpr|0x0000|0x0100|0x4299776e  /* unknown */
9.bpr|0x0100|0x0100|0x633ab1c9  /* unknown */
10.bpr|0x0200|0x0020|0xc60103c8  /* unknown */
macross2|nmk16.c
7
mcrs2j.2|0x00000|0x20000|0xb4aa8ac7
mcrs2j.1|0x000000|0x020000|0xc7417410  /* 8x8 tiles */
bp932an.a04|0x000000|0x200000|0xc4d77ff0  /* 16x16 tiles */
bp932an.a06|0x040000|0x200000|0xef0ffec0  /* all banked */
bp932an.a05|0x040000|0x100000|0xb5335abb  /* all banked */
mcrs2bpr.9|0x0000|0x0100|0x435653a2  /* unknown */
mcrs2bpr.10|0x0100|0x0100|0xe6ead349  /* unknown */
tdragon2|nmk16.c
7
5.bin|0x00000|0x20000|0xb870be61
1.bin|0x000000|0x020000|0xd488aafa  /* 8x8 tiles */
ww930914.2|0x000000|0x200000|0xf968c65d  /* 16x16 tiles */
ww930916.4|0x040000|0x200000|0x07c35fe6  /* all banked */
ww930915.3|0x040000|0x200000|0x82025bab  /* all banked */
9.bpr|0x0000|0x0100|0x435653a2  /* unknown */
10.bpr|0x0100|0x0100|0xe6ead349  /* unknown */
sabotenb|nmk16.c
4
ic35.sb3|0x000000|0x010000|0xeb7bc99d  /* 8x8 tiles */
ic32.sb4|0x000000|0x200000|0x24c62205  /* 16x16 tiles */
ic30.sb6|0x040000|0x100000|0x288407af  /* all banked */
ic27.sb7|0x040000|0x100000|0x43e33a7e  /* all banked */
bjtwin|nmk16.c
6
93087-3.bin|0x000000|0x010000|0xaa13df7c  /* 8x8 tiles */
93087-4.bin|0x000000|0x100000|0x8a4f26d0  /* 16x16 tiles */
93087-6.bin|0x040000|0x100000|0x372d46dd  /* all banked */
93087-7.bin|0x040000|0x100000|0x8da67808  /* all banked */
8.bpr|0x0000|0x0100|0x633ab1c9  /* unknown */
9.bpr|0x0000|0x0100|0x435653a2  /* unknown */
nouryoku|nmk16.c
4
ic35.3|0x000000|0x010000|0x03d0c3b1  /* 8x8 tiles */
ic32.4|0x000000|0x200000|0x88d454fd  /* 16x16 tiles */
ic30.6|0x040000|0x100000|0xfeea34f4  /* all banked */
ic27.7|0x040000|0x100000|0x8a69fded  /* all banked */
manybloc|nmk16.c
10
3-u146.bin|0x00000|0x10000|0x7bf5fafa
12-u39.bin|0x000000|0x10000|0x413b5438  /* 8x8 tiles */
4-u96.bin|0x000000|0x40000|0x28af2640
5-u97.bin|0x040000|0x40000|0x536699e6
6-u131.bin|0x000000|0x40000|0x79a4ae75
7-u132.bin|0x000000|0x40000|0x21db875e
u7.bpr|0x0000|0x0100|0xcfdbb86c  /* unknown */
u120.bpr|0x0100|0x0100|0x576c5984  /* unknown */
u200.bpr|0x0200|0x0020|0x1823600b  /* unknown */
u10.bpr|0x0100|0x0200|0x8e9b569a   /* unknown */
nova2001|nova2001.c
9
1.6c|0x0000|0x2000|0x368cffc0
2.6d|0x2000|0x2000|0xbc4e442b
3.6f|0x4000|0x2000|0xb2849038
4.6g|0x6000|0x1000|0x6b5bb12d
5.12s|0x0000|0x2000|0x54198941
6.12p|0x2000|0x2000|0xcbd90dca
7.12n|0x0000|0x2000|0x9ebd8806
8.12l|0x2000|0x2000|0xd1b18389
nova2001.clr|0x0000|0x0020|0xa2fac5cd
nov2001u|nova2001.c
9
nova2001.1|0x0000|0x2000|0xb79461bd
nova2001.2|0x2000|0x2000|0xfab87144
3.6f|0x4000|0x2000|0xb2849038
4.6g|0x6000|0x1000|0x6b5bb12d
nova2001.5|0x0000|0x2000|0x8ea576e8
nova2001.6|0x2000|0x2000|0x0c61656c
7.12n|0x0000|0x2000|0x9ebd8806
8.12l|0x2000|0x2000|0xd1b18389
nova2001.clr|0x0000|0x0020|0xa2fac5cd
nycaptor|nycaptor.c
17
a50_04|0x00000|0x4000|0x33d971a3
a50_03|0x04000|0x4000|0x8557fa44
a50_02|0x10000|0x4000|0x9697b898
a50_01|0x14000|0x4000|0x0965f84a
a50_05-2|0x0000|0x4000|0x7796655a
a50_06|0x4000|0x4000|0x450d6783
a50_15|0x0000|0x4000|0xf8a604e5
a50_16|0x4000|0x4000|0xfc24e11d
a50_17|0x0000|0x0800|0x69fe08dc
a50_07|0x00000|0x4000|0xb3b330cf
a50_09|0x04000|0x4000|0x22e2232e
a50_11|0x08000|0x4000|0x2c04ad4f
a50_13|0x0c000|0x4000|0x9940e78d
a50_08|0x10000|0x4000|0x3c31be14
a50_10|0x14000|0x4000|0xce84dc5a
a50_12|0x18000|0x4000|0x3fb4cfa3
a50_14|0x1c000|0x4000|0x24b2f1bf
cyclshtg|nycaptor.c
18
a97_01.i17|0x00000|0x4000|0x686fac1a
a97_02.i16|0x04000|0x4000|0x48a812f9
a97_03.u15|0x10000|0x4000|0x67ad3067
a97_04.u14|0x14000|0x4000|0x804e6445
a97_05.u22|0x0000|0x4000|0xfdc36c4f
a80_06.u23|0x4000|0x4000|0x2769c5ab
a97_06.i24|0x8000|0x4000|0xc0473a54
a80_16.i26|0x0000|0x4000|0xce171a48
a80_17.i25|0x4000|0x4000|0xa90b7bbc
a80_18|0x0000|0x0800|0x00000000  /* Missing */
a97_07.u8|0x00000|0x4000|0x8f2baf57
a80_09.u9|0x04000|0x4000|0x3ef06dff
a80_10.u10|0x08000|0x4000|0x345f576c
a80_11.u11|0x0c000|0x4000|0x29e1293b
a80_12.u23|0x10000|0x4000|0x9ff04c85
a80_13.u33|0x14000|0x4000|0x96a67c6b
a80_14.u34|0x18000|0x4000|0x91642de8
a80_15.u39|0x1c000|0x4000|0x2cefb47D
nyny|nyny.c
11
nyny01s.100|0xa800|0x800|0xa2b76eca
nyny02s.099|0xb000|0x800|0xef2d4dae
nyny03s.098|0xb800|0x800|0x2734c229
nyny04s.097|0xe000|0x800|0xbd94087f
nyny05s.096|0xe800|0x800|0x248b22c4
nyny06s.095|0xf000|0x800|0x8c073052
nyny07s.094|0xf800|0x800|0xd49d7429
nyny08.093|0xd000|0x800|0x19ddb6c3
nyny09.092|0xe000|0x800|0xa359c6f1
nyny10.091|0xf000|0x800|0xa72a70fa
nyny11.snd|0xf800|0x800|0x650450fc
nynyg|nyny.c
11
gny1.cpu|0xa800|0x800|0xfb5b8f17
gny2.cpu|0xb000|0x800|0xd248dd93
gny3.cpu|0xb800|0x800|0x223a9d09
gny4.cpu|0xe000|0x800|0x7964ec1f
gny5.cpu|0xe800|0x800|0x4799dcfc
gny6.cpu|0xf000|0x800|0x4839d4d2
gny7.cpu|0xf800|0x800|0xb7564c5b
gny8.cpu|0xd000|0x800|0xe0bf7d00
gny9.cpu|0xe000|0x800|0x639bc81a
gny10.cpu|0xf000|0x800|0x73764021
nyny11.snd|0xf800|0x800|0x650450fc
arcadia|nyny.c
11
ar-01|0xa800|0x800|0x7b7e8f27
ar-02|0xb000|0x800|0x81d9e172
ar-03|0xb800|0x800|0x2c5feb05
ar-04|0xe000|0x800|0x66fcbd7f
ar-05|0xe800|0x800|0xb2320e20
ar-06|0xf000|0x800|0x27b79cc0
ar-07|0xf800|0x800|0xbe77a477
ar-08|0xd000|0x800|0x38569b25
nyny09.092|0xe000|0x800|0xa359c6f1
nyny10.091|0xf000|0x800|0xa72a70fa
ar-11|0xf800|0x800|0x208f4488
offtwall|offtwall.c
7
otw1020.bin|0x10000|0x4000|0x488112a5
otw1014.bin|0x000000|0x20000|0x4d64507e
otw1016.bin|0x020000|0x20000|0xf5454f3a
otw1018.bin|0x040000|0x20000|0x17864231
otw1015.bin|0x060000|0x20000|0x271f7856
otw1017.bin|0x080000|0x20000|0x7f7f8012
otw1019.bin|0x0a0000|0x20000|0x9efe511b
offtwalc|offtwall.c
7
otw1020.bin|0x10000|0x4000|0x488112a5
090-1614.rom|0x000000|0x20000|0x307ed447
090-1616.rom|0x020000|0x20000|0xa5bd3d9b
090-1618.rom|0x040000|0x20000|0xc7d9df5d
090-1615.rom|0x060000|0x20000|0xac3642c7
090-1617.rom|0x080000|0x20000|0x15208a89
090-1619.rom|0x0a0000|0x20000|0x8a5d79b3
ohmygod|ohmygod.c
3
omg-b.117|0x00000|0x80000|0x73621fa6
omg-s.120|0x00000|0x80000|0x6413bd36
omg-g.107|0x00000|0x200000|0x7405573c
naname|ohmygod.c
3
036-bg.117|0x00000|0x80000|0xf53e8da5
036-spr.120|0x00000|0x80000|0xe36d8731
036-snd.107|0x00000|0x200000|0xa3e0caf4
ojankohs|ojankohs.c
4
3.3c|0x00000|0x08000|0xf652db23
5b|0x10000|0x80000|0xbd4fd0b6
6.6c|0x90000|0x08000|0x30772679
13b|0x00000|0x80000|0xbda30bfa
ojankoy|ojankohs.c
16
p-ic17.bin|0x00000|0x08000|0x9f149c30
ic30.bin|0x10000|0x20000|0x37be3f7c
ic29.bin|0x30000|0x20000|0xdab7c4d8
a-ic34.bin|0x50000|0x08000|0x93c20ea3
b-ic33.bin|0x58000|0x08000|0xef86d711
c-ic32.bin|0x60000|0x08000|0xd20de9b0
d-ic31.bin|0x68000|0x08000|0xb78e6913
ic55.bin|0x00000|0x20000|0x586fb385
0-ic53.bin|0x40000|0x08000|0xdb38c288
1-ic52.bin|0x48000|0x08000|0xa8b4a10b
2-ic51.bin|0x50000|0x08000|0x5e2bb752
3-ic50.bin|0x58000|0x08000|0x10c73a44
4-ic49.bin|0x60000|0x08000|0x31807d24
5-ic48.bin|0x68000|0x08000|0xe116721d
0-ic65.bin|0x0000|0x0400|0x28fde5ef
1-ic64.bin|0x0400|0x0400|0x36c305c5
ojanko2|ojankohs.c
15
p-ic17.bin|0x00000|0x08000|0x4b33bd54
ic30.bin|0x10000|0x20000|0x37be3f7c
ic29.bin|0x30000|0x20000|0xdab7c4d8
a-ic34.bin|0x50000|0x08000|0x93c20ea3
b-ic33.bin|0x58000|0x08000|0xef86d711
c-ic32.bin|0x60000|0x08000|0x5453b9de
d-ic31.bin|0x68000|0x08000|0x44cd5348
ic55.bin|0x00000|0x20000|0xb058fb3d
0-ic53.bin|0x40000|0x08000|0xdb38c288
1-ic52.bin|0x48000|0x08000|0x49f2ca73
2-ic51.bin|0x50000|0x08000|0x199a9bfb
3-ic50.bin|0x58000|0x08000|0xf175510e
4-ic49.bin|0x60000|0x08000|0x3a6a9685
0-ic65.bin|0x0000|0x0400|0x86e19b01
1-ic64.bin|0x0400|0x0400|0xe2f7093d
ccasino|ojankohs.c
11
p5.bin|0x00000|0x08000|0xd6cf3387
l5.bin|0x10000|0x20000|0x49c9ecfb
f5.bin|0x50000|0x08000|0xfa71c91c
g5.bin|0x58000|0x08000|0x8cfd60aa
h5.bin|0x60000|0x08000|0xd20dfcf9
r1.bin|0x00000|0x20000|0x407f77ca
s1.bin|0x20000|0x20000|0x8572d156
e1.bin|0x40000|0x08000|0xd78c3428
f1.bin|0x48000|0x08000|0x799cc0e7
g1.bin|0x50000|0x08000|0x3ac8ae04
h1.bin|0x58000|0x08000|0xf0af2d38
olibochu|olibochu.c
21
1b.3n|0x0000|0x1000|0xbf17f4f4
2b.3lm|0x1000|0x1000|0x63833b0d
3b.3k|0x2000|0x1000|0xa4038e8b
4b.3j|0x3000|0x1000|0xaad4bec4
5b.3h|0x4000|0x1000|0x66efa79f
6b.3f|0x5000|0x1000|0x1123d1ef
7c.3e|0x6000|0x1000|0x89c26fb4
8b.3d|0x7000|0x1000|0xaf19e5a5
17.4j|0x0000|0x1000|0x57f07402
18.4l|0x1000|0x1000|0x0a903e9c
15.1k|0x0000|0x1000|0xfb5dd281
16.1m|0x1000|0x1000|0xc07614a5
13.6n|0x0000|0x1000|0xb4fcf9af
14.4n|0x1000|0x1000|0xaf54407e
9.6a|0x0000|0x1000|0xfa69e16e
10.2a|0x1000|0x1000|0x10359f84
11.4a|0x2000|0x1000|0x1d968f5f
12.2a|0x3000|0x1000|0xd8f0c157
c-1|0x0000|0x0020|0xe488e831  /* palette */
c-2|0x0020|0x0100|0x698a3ba0  /* sprite lookup table */
c-3|0x0120|0x0100|0xefc4e408  /* char lookup table */
omegaf|omegaf.c
8
1.5|0x00000|0x08000|0x57a7fd96
6.4l|0x28000|0x20000|0x6277735c
7.7m|0x00000|0x10000|0xd40fc8d5
2back1.27b|0x00000|0x80000|0x21f8a32e
1back2.15b|0x00000|0x80000|0x6210ddcc
3back3.5f|0x00000|0x80000|0xc31cae56
8.23m|0x00000|0x20000|0x0bd2a5d1
4.18h|0x00000|0x08000|0x9e2d8152
omegafs|omegaf.c
8
5.3l|0x00000|0x08000|0x503a3e63
6.4l|0x28000|0x20000|0x6277735c
7.7m|0x00000|0x10000|0xd40fc8d5
2back1.27b|0x00000|0x80000|0x21f8a32e
1back2.15b|0x00000|0x80000|0x6210ddcc
3back3.5f|0x00000|0x80000|0xc31cae56
8.23m|0x00000|0x20000|0x0bd2a5d1
4.18h|0x00000|0x08000|0x9e2d8152
robokid|omegaf.c
31
robokid1.18j|0x00000|0x08000|0x378c21fc
robokid2.18k|0x18000|0x10000|0xddef8c5a
robokid3.15k|0x28000|0x10000|0x05295ec3
robokid4.12k|0x38000|0x10000|0x3bc3977f
robokid.k7|0x00000|0x10000|0xf490a2e9
robokid.19c|0x00000|0x10000|0x02220421
robokid.20c|0x10000|0x10000|0x02d59bc2
robokid.17d|0x20000|0x10000|0x2fa29b99
robokid.18d|0x30000|0x10000|0xae15ce02
robokid.19d|0x40000|0x10000|0x784b089e
robokid.20d|0x50000|0x10000|0xb0b395ed
robokid.19f|0x60000|0x10000|0x0f9071c6
robokid.12c|0x00000|0x10000|0x0ab45f94
robokid.14c|0x10000|0x10000|0x029bbd4a
robokid.15c|0x20000|0x10000|0x7de67ebb
robokid.16c|0x30000|0x10000|0x53c0e582
robokid.17c|0x40000|0x10000|0x0cae5a1e
robokid.18c|0x50000|0x10000|0x56ac7c8a
robokid.15d|0x60000|0x10000|0xcd632a4d
robokid.16d|0x70000|0x10000|0x18d92b2b
robokid.12a|0x00000|0x10000|0xe64d1c10
robokid.14a|0x10000|0x10000|0x8f9371e4
robokid.15a|0x20000|0x10000|0x469204e7
robokid.16a|0x30000|0x10000|0x4e340815
robokid.17a|0x40000|0x10000|0xf0863106
robokid.18a|0x50000|0x10000|0xfdff7441
robokid.15f|0x00000|0x10000|0xba61f5ab
robokid.16f|0x10000|0x10000|0xd9b399ce
robokid.17f|0x20000|0x10000|0xafe432b9
robokid.18f|0x30000|0x10000|0xa0aa2a84
robokid.b9|0x00000|0x08000|0xfac59c3f
robokidj|omegaf.c
31
1.29|0x00000|0x08000|0x59a1e2ec
2.30|0x18000|0x10000|0xe3f73476
robokid3.15k|0x28000|0x10000|0x05295ec3
robokid4.12k|0x38000|0x10000|0x3bc3977f
robokid.k7|0x00000|0x10000|0xf490a2e9
robokid.19c|0x00000|0x10000|0x02220421
robokid.20c|0x10000|0x10000|0x02d59bc2
robokid.17d|0x20000|0x10000|0x2fa29b99
robokid.18d|0x30000|0x10000|0xae15ce02
robokid.19d|0x40000|0x10000|0x784b089e
robokid.20d|0x50000|0x10000|0xb0b395ed
robokid.19f|0x60000|0x10000|0x0f9071c6
robokid.12c|0x00000|0x10000|0x0ab45f94
robokid.14c|0x10000|0x10000|0x029bbd4a
robokid.15c|0x20000|0x10000|0x7de67ebb
robokid.16c|0x30000|0x10000|0x53c0e582
robokid.17c|0x40000|0x10000|0x0cae5a1e
robokid.18c|0x50000|0x10000|0x56ac7c8a
robokid.15d|0x60000|0x10000|0xcd632a4d
robokid.16d|0x70000|0x10000|0x18d92b2b
robokid.12a|0x00000|0x10000|0xe64d1c10
robokid.14a|0x10000|0x10000|0x8f9371e4
robokid.15a|0x20000|0x10000|0x469204e7
robokid.16a|0x30000|0x10000|0x4e340815
robokid.17a|0x40000|0x10000|0xf0863106
robokid.18a|0x50000|0x10000|0xfdff7441
robokid.15f|0x00000|0x10000|0xba61f5ab
robokid.16f|0x10000|0x10000|0xd9b399ce
robokid.17f|0x20000|0x10000|0xafe432b9
robokid.18f|0x30000|0x10000|0xa0aa2a84
robokid.b9|0x00000|0x08000|0xfac59c3f
omegrace|omegrace.c
7
omega.m7|0x0000|0x1000|0x0424d46e
omega.l7|0x1000|0x1000|0xedcd7a7d
omega.k7|0x2000|0x1000|0x6d10f197
omega.j7|0x3000|0x1000|0x8e8d4b54
omega.e1|0x9000|0x0800|0x1d0fdf3a
omega.f1|0x9800|0x0800|0xd44c0814
sound.k5|0x0000|0x0800|0x7d426017
oneshot|oneshot.c
12
1shot.ua2|0x00000|0x010000|0xf655b80e
1shot-ui.16a|0x000000|0x080000|0xf765f9a2
1shot-ui.13a|0x080000|0x080000|0x3361b5d8
1shot-ui.11a|0x100000|0x080000|0x8f8bd027
1shot-ui.08a|0x180000|0x080000|0x254b1701
1shot-ui.16|0x200000|0x080000|0xff246b27
1shot-ui.13|0x280000|0x080000|0x80342e83
1shot-ui.11|0x300000|0x080000|0xb8938345
1shot-ui.08|0x380000|0x080000|0xc9953bef
1shot.u15|0x000000|0x080000|0xe3759a47
1shot.u14|0x080000|0x080000|0x222e33f8
1shot.mb|0x00000|0x10000|0x6b213183  // motherboard rom, zooming?
maddonna|oneshot.c
10
x13.ua2|0x00000|0x010000|0xf2080071  // b13
maddonna.b5|0x000000|0x080000|0x838d3244
maddonna.b7|0x080000|0x080000|0x4920d2ec
maddonna.b9|0x100000|0x080000|0x3a8a3feb
maddonna.b11|0x180000|0x080000|0x6f9b7fdf
maddonna.b6|0x200000|0x080000|0xb02e9e0e
maddonna.b8|0x280000|0x080000|0x03f1de40
maddonna.b10|0x300000|0x080000|0x87936423
maddonna.b12|0x380000|0x080000|0x879ab23c
x1|0x00000|0x10000|0x6b213183  // motherboard rom, zooming?
maddonnb|oneshot.c
10
x13.ua2|0x00000|0x010000|0xf2080071
x5.16a|0x000000|0x080000|0x1aae0ad3
x7.13a|0x080000|0x080000|0x39d13e25
x9.11a|0x100000|0x080000|0x2027faeb
x11.08a|0x180000|0x080000|0x4afcfba6
x6.16|0x200000|0x080000|0x7b893e78
x8.13|0x280000|0x080000|0xfed90a1f
x10.11|0x300000|0x080000|0x479d718c
x12.08|0x380000|0x080000|0xd56ca9f8
x1|0x00000|0x10000|0x6b213183  // motherboard rom, zooming?
opwolf|opwolf.c
5
opwlf_s.10|0x00000|0x04000|0x45c7ace3
opwlfb.09|0x00000|0x08000|0xab27a3dd
opwlf.13|0x00000|0x80000|0xf6acdab1  /* SCR tiles (8 x 8 */
opwlf.72|0x00000|0x80000|0x89f889e5  /* Sprites (16 x 16 */
opwlf_s.21|0x00000|0x80000|0xf3e19c64
opwolfb|opwolf.c
2
opwlfb.30|0x00000|0x04000|0x0669b94c
opwlfb.09|0x00000|0x08000|0xab27a3dd
orbit|orbit.c
4
033712.b7|0x0000|0x800|0xcfd43bf2
033713.d7|0x0800|0x800|0x5ac89f4d
033711.a7|0x0000|0x200|0x9987174a
033688.p6|0x0000|0x100|0xee66ddba
othldrby|othldrby.c
3
db0-r2|0x000000|0x200000|0x4efff265
db0-r3|0x200000|0x200000|0x5c142b38
db0.4|0x00000|0x80000|0xa9701868
othunder|othunder.c
4
b67-13.40|0x00000|0x04000|0x2936b4b1
b67-06|0x00000|0x80000|0xb9a38d64  /* SCR */
b67-08|0x00000|0x80000|0x458f41fb
b67-07|0x00000|0x80000|0x4f834357
othundu|othunder.c
4
b67-13.40|0x00000|0x04000|0x2936b4b1
b67-06|0x00000|0x80000|0xb9a38d64  /* SCR */
b67-08|0x00000|0x80000|0x458f41fb
b67-07|0x00000|0x80000|0x4f834357
shangon|outrun.c
9
ic54|0x00000|0x08000|0x260286f9
ic55|0x08000|0x08000|0xc609ee7b
ic56|0x10000|0x08000|0xb236a403
ic88|0x0000|0x08000|0x1254efa6
ic66|0x10000|0x08000|0x06f55364
ic67|0x18000|0x08000|0x731f5cf8
ic68|0x20000|0x08000|0xa60dabff
ic69|0x28000|0x08000|0x473cc411
ic47|0x0000|0x8000|0x7836bcc3
shangonb|outrun.c
7
ic54|0x00000|0x08000|0x260286f9
ic55|0x08000|0x08000|0xc609ee7b
ic56|0x10000|0x08000|0xb236a403
s-hangon.03|0x0000|0x08000|0x83347dc0
s-hangon.02|0x00000|0x10000|0xda08ca2b
s-hangon.01|0x10000|0x10000|0x8b10e601
s-hangon.26|0x0000|0x8000|0x1bbe4fc8
outrun|outrun.c
22
10268|0x00000|0x08000|0x95344b04
10232|0x08000|0x08000|0x776ba1eb
10267|0x10000|0x08000|0xa85bb823
10231|0x18000|0x08000|0x8908bcbf
10266|0x20000|0x08000|0x9f6f1a74
10230|0x28000|0x08000|0x686f5e50
10371|0x00000|0x20000|0x0a1c98de
10372|0x20000|0x20000|0x1640ad1f
10373|0x40000|0x20000|0x339f8e64
10374|0x60000|0x20000|0x22744340
10375|0x80000|0x20000|0x62a472bd
10376|0xa0000|0x20000|0x8337ace7
10377|0xc0000|0x20000|0xc86daecb
10378|0xe0000|0x20000|0x544068fd
10187|0x00000|0x8000|0xa10abaa9
10193|0x00000|0x8000|0xbcd10dde
10192|0x08000|0x8000|0x770f1270
10191|0x10000|0x8000|0x20a284ab
10190|0x18000|0x8000|0x7cab70e2
10189|0x20000|0x8000|0x01366b54
10188|0x28000|0x8000|0xbad30ad9
10185|0x0000|0x8000|0x22794426
outruna|outrun.c
22
10268|0x00000|0x08000|0x95344b04
10232|0x08000|0x08000|0x776ba1eb
10267|0x10000|0x08000|0xa85bb823
10231|0x18000|0x08000|0x8908bcbf
10266|0x20000|0x08000|0x9f6f1a74
10230|0x28000|0x08000|0x686f5e50
10371|0x00000|0x20000|0x0a1c98de
10372|0x20000|0x20000|0x1640ad1f
10373|0x40000|0x20000|0x339f8e64
10374|0x60000|0x20000|0x22744340
10375|0x80000|0x20000|0x62a472bd
10376|0xa0000|0x20000|0x8337ace7
10377|0xc0000|0x20000|0xc86daecb
10378|0xe0000|0x20000|0x544068fd
10187|0x00000|0x8000|0xa10abaa9
10193|0x00000|0x8000|0xbcd10dde
10192|0x08000|0x8000|0x770f1270
10191|0x10000|0x8000|0x20a284ab
10190|0x18000|0x8000|0x7cab70e2
10189|0x20000|0x8000|0x01366b54
10188|0x28000|0x8000|0xbad30ad9
10185|0x0000|0x8000|0x22794426
outrunb|outrun.c
30
10268|0x00000|0x08000|0x95344b04
10232|0x08000|0x08000|0x776ba1eb
10267|0x10000|0x08000|0xa85bb823
10231|0x18000|0x08000|0x8908bcbf
10266|0x20000|0x08000|0x9f6f1a74
10230|0x28000|0x08000|0x686f5e50
orun_1.rom|0x00000|0x10000|0x77377e00
orun_17.rom|0x10000|0x10000|0x4f784236
orun_2.rom|0x20000|0x10000|0x2c0e7277
orun_18.rom|0x30000|0x10000|0x8d459356
orun_3.rom|0x40000|0x10000|0x69ecc975
orun_19.rom|0x50000|0x10000|0xee4f7154
orun_4.rom|0x60000|0x10000|0x54761e57
orun_20.rom|0x70000|0x10000|0xc2825654
orun_5.rom|0x80000|0x10000|0xb6a8d0e2
orun_21.rom|0x90000|0x10000|0xe9880aa3
orun_6.rom|0xa0000|0x10000|0xa00d0676
orun_22.rom|0xb0000|0x10000|0xef7d06fe
orun_7.rom|0xc0000|0x10000|0xd632d8a2
orun_23.rom|0xd0000|0x10000|0xdc286dc2
orun_8.rom|0xe0000|0x10000|0xda398368
orun_24.rom|0xf0000|0x10000|0x1222af9f
orun_ma.rom|0x00000|0x8000|0xa3ff797a
10193|0x00000|0x8000|0xbcd10dde
10192|0x08000|0x8000|0x770f1270
10191|0x10000|0x8000|0x20a284ab
10190|0x18000|0x8000|0x7cab70e2
10189|0x20000|0x8000|0x01366b54
10188|0x28000|0x8000|0xbad30ad9
orun_me.rom|0x0000|0x8000|0x666fe754
